Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
OnePath OA PS-Perpetual Aus Shares NE,,,,,,,,,,7230000,20480000,40423636.36,60166666.67,76081666.67,90979090.91,73277282.73,61866843.08,68970545.25,61022863.75,49117453.42,52339271.75
OnePath OA PS-Perpetual Bal Growth EF,,,,,,,,,,,235000,2963097.27,7918333.33,12290000,16597500,14315962.73,13441166.33,14880726.75,15786545.25,15813292.17,18061558.5
OnePath OA PS-Perpetual Bal Growth NE,,,,,,,,,,,366666.67,3464552.73,11667500,22799166.67,36627272.73,32935283.64,32273011.58,40781709.92,41589425.17,41418096.25,55288355.17
OnePath OA PS-Perpetual Cons Growth EF,,,,,,,,,,,215000,776363.64,2181666.67,4660833.33,7966363.64,6975516.36,7850909,10149742.17,10697858.67,11193011.42,12414367.08
OnePath OA PS-Perpetual Cons Growth NE,,,,,,,,,,,196666.67,2301818.18,4910833.33,8955000,12177272.73,12331102.73,19801563.83,24904370.17,23642883.75,28470983.67,20922132.17
OnePath OA PS-Platinum Asia EF,,,,,,,,,,,,,,,,,,405702.8,1520068.58,2058168.33,2730376.58
OnePath OA PS-Platinum Asia NE,,,,,,,,,,,,,,,,,,230420.8,1086118.33,1503452.83,2346114.83
OnePath OA PS-Platinum International EF,,,,,,,,,,,,,683333.33,5587500,16614545.45,17427446.36,22724701.75,36493540.67,40118453.75,35343969,40199001.67
OnePath OA PS-Platinum International NE,,,,,,,,,,,,,1366666.67,8996666.67,17836363.64,14798907.27,17836655.08,23582227.92,23752747.75,22847650.67,28938552.83
OnePath OA PS-Rare Infrastructure Val EF,,,,,,,,,,,,,,,,,344672,3326754.92,8018556.42,11860865,14111323.08
OnePath OA PS-Rare Infrastructure Val NE,,,,,,,,,,,,,,,,,166417.8,817592.25,2368749.92,5077157.67,8331177.5
OnePath OA PS-Schroder Fixed Income EF,,,,,,,,,,,,,,,,,,378901.8,6448783.33,15685146.92,17203042.17
OnePath OA PS-Schroder Fixed Income NE,,,,,,,,,,,,,,,,,,89994.4,2108761.25,9330097.08,12942515.58
OnePath OA PS-Schroder Real Ret EF/Sel,,,,,,,,,2040000,4322500,9142727.27,10910909.09,10554166.67,10865000,12894166.67,9643431.82,7487822.08,8259205.42,7059632.33,6178663.17,6270620.92
OnePath OA PS-Schroder Real Return NEF,,,,,,,,,,9638571.43,20536363.64,26582727.27,29632500,34802500,43610000,31310142.73,21696820.08,23058478.08,20399097.42,17320684.08,16884175.58
OnePath OA PS-Schroders Australian Eq EF,,,,,,,,,,,153333.33,1589090.91,5121666.67,10576666.67,20765454.55,21876564.55,21579785.67,28317507.17,27045552.83,24380525.92,30540958.25
OnePath OA PS-Schroders Australian Eq NE,,,,,,,,,,,326666.67,2380000,5965000,10038333.33,15638181.82,14498742.73,14468107.75,18013738.17,17495875,16244731.58,19394948.83
OnePath OA PS-Schroders Balanced EF,,,,,,,,,,,225000,1659090.91,3531666.67,4759166.67,7314545.45,7005528.18,8023179.67,15154692.25,17974894.42,20932964.42,29800623.33
OnePath OA PS-Schroders Balanced NE,,,,,,,,,,,165000,1351818.18,2820000,4180000,5419090.91,5300949.09,5570634.83,9297179.5,11310456.25,21232745.08,54623064.67
OnePath OA PS-T Rowe Price Global Eq EF,,,,,,,,,,,,,,,,,84840.2,413295,658290,795200.67,721874.17
OnePath OA PS-T Rowe Price Global Eq NE,,,,,,,,,,,,,,,,,79212.8,355224,541434.92,581357.17,827881.92
OnePath OA PS-UBS Balanced EF,,,,,,,,,,230000,8080909.09,20240000,24449166.67,25320833.33,23330909.09,12183829.09,9432053.58,9116759.5,7590591.42,5797138.33,6091098.75
OnePath OA PS-UBS Balanced NE,,,,,,,,,,,13362500,22344545.45,27970833.33,34719166.67,42612727.27,25148745.45,16829453.75,16251699.75,13253581.5,10672607.58,14066007.83
OnePath OA PS-UBS Defensive EF,,,,,,,,,,,80000,1091818.18,3185000,5629166.67,8012727.27,7091622.73,6056681,5674669.75,4331855.75,4223823,4975134
OnePath OA PS-UBS Defensive NE,,,,,,,,,,,220000,2081818.18,4386666.67,6776666.67,8953636.36,8361248.18,8221175.5,8439710.25,6704432.42,5132326,6633871.5
OnePath OA PS-UBS Diversified Fix Inc EF,,,,,,,,,,,130000,615454.55,2145000,4424166.67,6424545.45,5764458.18,6768333.17,14123001.25,19244997.5,22026743.83,21999419.42
OnePath OA PS-UBS Diversified Fix Inc NE,,,,,,,,,,,163333.33,1530909.09,3933333.33,6094166.67,7219090.91,6504617.27,8115969.75,11776683.17,16781047,21427481.5,22437224
OnePath OA PS-Vanguard Aus Shrs Index EF,,,,,,,,,,,,,50000,935000,4835454.55,9705930,17711599.33,29566236.08,31185839.42,28198263.25,30145946.33
OnePath OA PS-Vanguard Aus Shrs Index NE,,,,,,,,,,,,,70000,1874166.67,4050000,8685480.91,15453427.58,23561841.42,26512763.92,25966977.92,30023597.42
OnePath OA PS-Vanguard Balanced Index EF,,,,,,,,,,,,,,,,,,793223.44,4966145.17,8580273.42,11153781.58
OnePath OA PS-Vanguard Balanced Index NE,,,,,,,,,,,,,,,,,,212886.11,2248601.17,5922785.5,8590900.58
OnePath OA PS-Vanguard Cons Index EF,,,,,,,,,,,,,,,,,,348552.33,1657873,4500260.58,6232712.92
OnePath OA PS-Vanguard Cons Index NE,,,,,,,,,,,,,,,,,,223760.67,1450677.33,5384999.17,7277032
OnePath OA PS-Vanguard Growth Index EF,,,,,,,,,,,,,,,,,,1176865.11,4823657.25,8872137.83,13674352.83
OnePath OA PS-Vanguard Growth Index NE,,,,,,,,,,,,,,,,,,604308.89,3355839.17,6862549.92,8613039.33
OnePath OA PS-Vanguard High Gr Index EF,,,,,,,,,,,,,,,,,,611348.89,1721285.92,3305525.75,5658635.92
OnePath OA PS-Vanguard High Gr Index NE,,,,,,,,,,,,,,,,,,508944.44,1006824.08,1498215.25,1983057.42
OnePath OA PS-Vanguard Index Div Bond EF,,,,,,,,,,,,,,,,,772086.4,4258759.92,7583814.83,7351348.83,6351916
OnePath OA PS-Vanguard Index Div Bond NE,,,,,,,,,,,,,,,,,644415.4,3407966.42,7153600.83,12418671.33,11439740.5
OnePath OA PS-Vanguard Intl Sh Indx H EF,,,,,,,,,,,,,126666.67,1625000,5965833.33,10017962.73,10967058.25,15743513.5,15415895.67,13367890.92,14085900.58
OnePath OA PS-Vanguard Intl Sh Indx H NE,,,,,,,,,,,,,250000,1773333.33,4450833.33,5413634.55,4914345.42,7283733.75,8601539.33,9359066.33,10844626.83
OnePath OA PS-Vanguard Intl Shr Index EF,,,,,,,,,,30000,106363.64,240000,258333.33,875000,2180909.09,3432647.27,3720628.25,5022324.67,6670991.58,7252008.58,9329630.5
OnePath OA PS-Vanguard Intl Shr Index NE,,,,,,,,,,195000,537272.73,887272.73,1035000,2268333.33,3259090.91,3142687.27,4796511.75,7660449,10753111.75,12343949.42,17090376.5
OnePath OA PS-Vanguard Prp Sec Index EF,,,,,,,,,,,,,250000,2651666.67,9177272.73,8578968.18,7299554.17,11925099.67,13288305.83,16045098.92,18992301.67
OnePath OA PS-Vanguard Prp Sec Index NE,,,,,,,,,,,,,156666.67,2231666.67,6664545.45,6037583.64,5605217.92,9085301.42,10185111.67,12037808.08,14393166
OnePath OA PS-Walter Scott Gbl Eq H EF,,,,,,,,,,,,,,,,,,145329.4,2565482.08,5951418.92,7827228.17
OnePath OA PS-Walter Scott Gbl Eq H NE,,,,,,,,,,,,,,,,,,65593.8,699008.92,2292217.83,4152247.67
OnePath OA PS-Zurich Inv Gbl Them Shr EF,,,,,,,,,0,52222.22,90000,198181.82,294166.67,1988333.33,8957272.73,12757582.73,14623474.58,19619952.5,18407221.67,15433624.5,15747271.58
OnePath OA PS-Zurich Inv Gbl Them Shr NE,,,,,,,,,40000,204000,402727.27,850909.09,924166.67,2279166.67,5650909.09,6683027.27,7925800.33,10814039.17,10901929.58,10009777.33,10696805.33
OnePath Pooled Super-Capital Guaranteed,0,0,0,0,,,,774734000,775392222.2,,,,,,,,,,,,
OnePath Pooled Super-Capital Stable,0,0,0,0,,,438550000,422852500,415340000,,,,,,,,,,,,
OnePath Pooled Super-Managed Growth,0,0,0,0,,,494110000,538321666.7,590019090.9,,,,,,,,,,,,
OnePath WS- Property Securities,,,,,,,,,,,,1540000,1540833.33,1138333.33,910909.09,548350.91,515019.33,542057.33,170357.58,61634.08,7514.29
OnePath WS-Capital Stable,286285000,276608333.3,243716666.7,227375000,204241666.7,303866666.7,480000000,262191666.7,132988333.3,143198181.8,128489000,147681666.7,137488333.3,124284166.7,107873511.8,57942980.91,39016936.42,27420773.67,17062581.08,10269277.67,8887646.33
OnePath WS-Capital Stable IM,286285000,276608333.3,243716666.7,227375000,204241666.7,303866666.7,480000000,262191666.7,132988333.3,143198181.8,128489000,147681666.7,100324545.5,91270000,85704000,33715454.55,20587500,10924314.3,10993096.17,15382331.92,18635738.83
OnePath WS-Super Money Market,0,0,5181250,3838333.33,4187272.73,12277272.73,28510000,19521666.67,10652500,5415454.55,7765000,4666666.67,4790833.33,4045000,3360000,6347382.73,10320574.33,12529597,4391426.67,161944.17,137169.25
Optimix Super-Australian Fixed Int NE,,,,,,,,,,,60000,520000,1040833.33,1546666.67,1286363.64,1181273.64,1170311.67,763290.17,865489.92,708528.42,488882.92
Optimix Super-Australian Fixed Interest,,,,,,,,,,,0,198333.33,390000,538333.33,616363.64,645530,754191.25,793912.17,709332.08,595822.58,332279.17
Optimix Super-Australian Share,,,,,,,,,718000,2960000,5651818.18,8247500,10027500,11218333.33,12272727.27,9150657.27,7016369.08,6485464.17,5117391.25,3966199.17,3802280.08
Optimix Super-Australian Share NE,,,,,,,,,531000,3380000,8196363.64,14859166.67,20131666.67,21875833.33,20590909.09,11838471.82,7764597.75,6293236.83,4172695,2516438.67,2069888.25
Optimix Super-Balanced,,,,,,,,,6763000,29220000,45412727.27,55401666.67,61032500,65470000,63230000,43920150.91,32530764.92,29986195.42,23616635.42,17469142.33,14576441
Optimix Super-Balanced NE,,,,,,,,,8228000,32555000,56593636.36,74800833.33,82665833.33,79106666.67,69249090.91,41136642.73,27237504,22699814.83,17293507.08,11411667.42,9315520.67
Optimix Super-Conservative,,,,,,,,,1782000,6861000,10988181.82,12194166.67,12740000,12224166.67,10707272.73,7153815.45,5625072.42,4769852.17,3768950.5,3423147.08,2221455.83
Optimix Super-Conservative NE,,,,,,,,,1711000,7414000,14722727.27,17105000,16729166.67,15475000,12896363.64,8634933.64,6039532.33,4559234.75,3189704.75,2256918.83,1815887.17
Optimix Super-Enhanced Cash,,,,,,,,,1738000,4804000,7810909.09,7356363.64,6085000,5177500,4797272.73,3301156.36,2850266,2377907.83,2370621.5,1297999.5,429036.67
Optimix Super-Enhanced Cash NE,,,,,,,,,1078000,5244000,11379090.91,9491818.18,7875833.33,6943333.33,5757272.73,4581589.09,3659785.17,2960264.58,1964843.08,1255527.08,561207.67
Optimix Super-Geared Australian Share NE,,,,,,,,,,,,,,106666.67,175454.55,154305.45,115869.33,154817.83,121753.92,107677.75,121605
Optimix Super-Geared Australian Shr EF,,,,,,,,,,,,,,141666.67,445000,141747.27,93765.33,111846.75,100108.33,85531.92,116874.17
Optimix Super-Global Share,,,,,,,,,290000,1298000,2435454.55,3345000,3382500,3660833.33,3460000,2385501.82,1721630.17,1496908.83,1190613.67,921639,897331.67
Optimix Super-Global Share NE,,,,,,,,,364000,1402000,2784545.45,4770000,5588181.82,6391666.67,5037272.73,2391285.45,1379918.08,1119788.25,856583.08,577345.42,460617.75
Optimix Super-Global Smaller Co Share,,,,,,,,,,,80000,185833.33,280833.33,415000,473636.36,253262.73,173693.67,182256.25,154590,115809.92,143270.17
Optimix Super-Global Smaller Co Share NE,,,,,,,,,,,218750,664166.67,991666.67,1214166.67,1105833.33,662629.09,420596.42,249621,224569.58,165701.33,183135.42
Optimix Super-Growth,,,,,,,,,2832000,12294000,16788181.82,20409166.67,23265000,25426666.67,26505454.55,18661413.64,14439791.75,14058761.58,12157610.83,9825259.25,9044163.33
Optimix Super-Growth NE,,,,,,,,,4178000,13164000,21471818.18,28688333.33,30805000,29504166.67,26274545.45,17231010,11748654.58,10256806.5,8738059.5,6964933.33,6108753.67
Optimix Super-High Growth,,,,,,,,,1480000,4443000,5580000,6565833.33,6821666.67,7747500,8236363.64,6229698.18,4800194,4683844.5,4175979.25,3547857.67,3026220.92
Optimix Super-High Growth NE,,,,,,,,,1439000,4358000,5755454.55,7745000,8089166.67,8095833.33,6846363.64,4098778.18,2931358.25,2778710.33,2290235.75,1767714.75,1814899.75
Optimix Super-Moderate,,,,,,,,,,,60000,1578333.33,3906666.67,5692500,6800000,4607238.18,2934814.25,2230579.5,1881819.75,1288637.83,939576.33
Optimix Super-Moderate NE,,,,,,,,,,,140000,731666.67,2209166.67,4475000,5223636.36,3461131.82,2093902.42,1628024.67,1191319.5,874303.17,448386.5
Optimix Super-Property Securities EF,,,,,,,,,260000,2400000,5949090.91,6067500,6579166.67,6390833.33,7110833.33,3756070.91,1708845.58,1442703.83,1083791.67,943773.58,834740.25
Optimix Super-Property Securities NE,,,,,,,,,262000,3526000,12450909.09,13464166.67,14700000,14836666.67,13758181.82,6173266.36,2696134.33,1998616.58,1399368.75,917386.83,725774.17
Optimum Corp Sup Citigroup Corp Bd Trust,,,,,,,,,,,,,557500,1131666.67,1135000,861428.57,641349.09,562606.83,,,
Optimum Corp Sup Deutsche Aust Bond Fund,,,,,,,,,,,,,260000,520000,385000,255714.29,165977.18,70817.67,,,
Optimum Corp Sup Deutsche Aust Eq Alpha,,,,,,,,,,,,,20000,95833.33,230833.33,220000,,,,,
Optimum Corp Sup JBWere European Wsale,,,,,,,,,,,,,267500,627500,750833.33,580000,,,,,
Optimum Corp Sup JBWere Japan Wholesale,,,,,,,,,,,,,10000,114166.67,100000,80000,,,,,
Optimum Corp Sup Pengana Property Secs,,,,,,,,,,,,,190000,410833.33,702500,468571.43,222076.4,,,,
Optimum Corp Sup-Aberdeen Act Hgd Int Eq,,,,,,,,,,,,,21280000,33932500,36963333.33,30960000,25761398.27,25542137.92,23747351.58,21278077.42,24376746.92
Optimum Corp Sup-Aberdeen Capital Gr,,,,,,,,,,,,,2550000,4061666.67,4895000,4700000,3855668.73,3194648.82,,,
Optimum Corp Sup-Alphinity Soc Res Shr,,,,,,,,,,,,,,,,,,,,,2367236
Optimum Corp Sup-Alphinity WS Aus Share,,,,,,,,,,,,,36666.67,109166.67,2650833.33,4652857.14,3640050.09,3048824.33,2763388.5,2394225.83,2966770.08
Optimum Corp Sup-AMP Capital Gbl Prp,,,,,,,,,,,,,,0,59166.67,112857.14,87870.45,203620,374935,375292.1,
Optimum Corp Sup-Aus Unity Acrn C W Micp,,,,,,,,,,,,,400000,980833.33,1649166.67,1265714.29,1002601.55,1298309.25,1420708.25,1283771.75,883908.83
Optimum Corp Sup-Ausbil Aus Emg Leaders,,,,,,,,,,,,,,0,7515000,13084285.71,18418935.36,25442725.83,30294121.33,35407473.92,44542885.75
Optimum Corp Sup-Ausbil Australia Act Eq,,,,,,,,,,,,,,10000,1559166.67,2875714.29,3171421.82,4561500.25,7624471.92,8743579,14471846.42
Optimum Corp Sup-AXA WS Aus Monthly Inc,,,,,,,,,,,,,60000,112500,172500,155714.29,142475.45,93326.67,51166.92,26787.92,10148.08
Optimum Corp Sup-AXA WS Global Eq Gr,,,,,,,,,,,,,820000,1800000,2006666.67,1457142.86,800868.55,691689.42,580990.42,524243.2,
Optimum Corp Sup-AXA WS Global Eq Val,,,,,,,,,,,,,310000,1086666.67,3825000,5154285.71,3812820.91,10448766.42,9411992.5,6705341.82,
Optimum Corp Sup-BlackRock Combd Prp Inc,,,,,,,,,,,,,,0,45714.29,85714.29,81397.18,76717.92,62226.08,49856.08,13934.67
Optimum Corp Sup-BlackRock Intl Share,,,,,,,,,,,,,3667500,7729166.67,9065833.33,7861428.57,6761316.82,6801354.25,6058432,5397503.75,5929601
Optimum Corp Sup-BlackRock Sci Aus Eq,,,,,,,,,,,,,55000,143333.33,2217500,4114285.71,3424219.73,3006508.75,3010187.42,2559242.25,3101721.25
Optimum Corp Sup-BlackRock Sci Div Gr,,,,,,,,,,,,,7430000,12245000,15897500,14600000,13728853.55,15349925.17,15324203.67,14736420.08,15825894.75
Optimum Corp Sup-BlackRock Sci Div Stb,,,,,,,,,,,,,9245000,13848333.33,16049166.67,15685714.29,16657746.27,18530273.83,21060078.42,24248930.58,27790500.33
Optimum Corp Sup-BlackRock Sci Intl Eq,,,,,,,,,,,,,532500,1043333.33,2666666.67,3788571.43,3033145.91,2487169.33,2228423.33,2128601.25,2759693.83
Optimum Corp Sup-BT Balanced,,,,,,,,,,,,,4705000,8486666.67,9951666.67,8868571.43,7708033.55,8277363.17,8164403.33,7900187.5,
Optimum Corp Sup-BT Conservative Outlook,,,,,,,,,,,,,5645000,10653333.33,11711666.67,11202857.14,10278807.18,10963813.25,11346806.42,11338271.5,
Optimum Corp Sup-BT Smaller Companies,,,,,,,,,,,,,7056666.67,10662500,15561666.67,13385714.29,9933932.73,11979090.92,12335333,11240353.83,12196121.75
Optimum Corp Sup-BT W Prtnr Int Sh Val 1,,,,,,,,,,,,,240000,,,,,,,,
Optimum Corp Sup-BT WS Australian Share,,,,,,,,,,,,,1217500,2658333.33,3247500,2718571.43,2925384.82,3778602.33,4247557.33,4346406.42,5581532.5
Optimum Corp Sup-BT WS Intl Share,,,,,,,,,,,,,,,560000,491428.57,434107.55,467092.5,530876.42,548228.33,714091
Optimum Corp Sup-CFS Acadian Global Eq,,,,,,,,,,,,,,0,20000,20000,26762.36,44969.17,55822.75,64066.08,163675
Optimum Corp Sup-CFS Geared Share,,,,,,,,,,,,,,0,290000,412857.14,682913.91,1129034.75,941847.33,909249.25,1820341.67
Optimum Corp Sup-CFS Global Resource,,,,,,,,,,,,,,0,183333.33,1495714.29,1662232.45,2375708.5,2591665.08,1867296.75,1579211.92
Optimum Corp Sup-CFS Property Securities,,,,,,,,,,,,,1925000,2739166.67,3625000,2145714.29,1220317,1341515.92,10678369.58,15319326.67,17775801.25
Optimum Corp Sup-CFS W 452 Aus Share,,,,,,,,,,,,,137500,483333.33,730833.33,602857.14,587007.27,762806.75,,,
Optimum Corp Sup-CFS W Diversified,,,,,,,,,,,,,32385000,97724166.67,129205000,116812857.1,104452909.9,115355050.8,112735847.8,110600971.8,120054425.3
Optimum Corp Sup-CFS WS Australian Share,,,,,,,,,,,,,11947500,22505833.33,28735833.33,24397142.86,21641791.45,24121797.92,21450906.25,19405238.58,22233766.25
Optimum Corp Sup-CFS WS Conservative,,,,,,,,,,,,,13333.33,113333.33,285833.33,474285.71,733156.55,869388.17,1129105.33,1188667.75,1340836.08
Optimum Corp Sup-CFS WS Imputation,,,,,,,,,,,,,18692500,32461666.67,41001666.67,34761428.57,31259755.55,35193055,33857504.58,31641265.92,37066185.33
Optimum Corp Sup-CFS WS Income,,,,,,,,,,,,,63333.33,230000,2031666.67,4434285.71,3286441,2638639.83,1702403.67,705861.83,32520
Optimum Corp Sup-Challenger Hwrd Mrtg WS,,,,,,,,,,,,,827500,1100000,1280833.33,1145714.29,988848.91,777130.75,268180.33,66499.75,15433.17
Optimum Corp Sup-Challenger Ori Aus Sh W,,,,,,,,,,,,,347500,881666.67,1327500,1234285.71,1173421.18,1351452.83,1287188.92,1271341.42,1492196.14
Optimum Corp Sup-Credit Suisse Glb Hyb,,,,,,,,,,,,,,0,75000,142857.14,277632.09,407833.56,,,
Optimum Corp Super - AMP Capital Core Pr,,,,,,,,,,,,,,0,26666.67,65714.29,80660.8,,,,
Optimum Corp Sup-GMO Aus Small Companies,,,,,,,,,,,,,550000,1220833.33,2387500,2590000,1891725.82,1936603.33,1785482.25,1166083.86,
Optimum Corp Sup-GMO Global Equity Trust,,,,,,,,,,,,,25000,93333.33,137500,145714.29,148997.82,160997.25,150790.83,151235.67,198457
Optimum Corp Sup-GS Epoch Gl Eq SY Unh,,,,,,,,,,,,,,,,,,,,,
Optimum Corp Sup-Ibbotson Bal Gr Plus,,,,,,,,,,,,,30987500,52037500,63639166.67,61108571.43,59250095.91,69589369.25,77586943.17,86174587.75,100473706.5
Optimum Corp Sup-Ibbotson Bal Gr Tr,,,,,,,,,,,,,962500,3888333.33,6913333.33,6880000,8181386.82,9736241.33,11914509.25,14762208.5,20089108.42
Optimum Corp Sup-Ibbotson Cash Trust,,,,,,,,,,,,,1495000,2571666.67,4384166.67,9995714.29,15832774.09,13890524.5,14906838,17444156.42,16806521.75
Optimum Corp Sup-Ibbotson Cons Gr,,,,,,,,,,,,,147500,505833.33,985000,922857.14,642454.27,643315.92,927620.92,1259345.33,1593536.33
Optimum Corp Sup-Ibbotson Growth Tr,,,,,,,,,,,,,45540000,67444166.67,86563333.33,82385714.29,81279079.27,93849525.33,102990367.9,107832116.6,126175847.7
Optimum Corp Sup-Ibbotson Hi Gr Plus Tr,,,,,,,,,,,,,8622500,15229166.67,17894166.67,14640000,11661434.27,12551746.92,12646902,12553478.5,14079062.25
Optimum Corp Sup-Ibbotson High Gr Tr,,,,,,,,,,,,,13265000,19856666.67,24953333.33,22424285.71,19358036,18716848.5,17822247.17,17218493.58,18715954.67
Optimum Corp Sup-Ibbotson Secure Trust,,,,,,,,,,,,,1782500,2548333.33,2515833.33,2532857.14,3042942.18,2950815.33,3189596.83,3478993.83,3437865.58
Optimum Corp Sup-ING WS Aus Shr Trust,,,,,,,,,,,,,4895000,8360833.33,10760833.33,9435714.29,7042530.82,7640245.5,6735342.92,5596642.75,
Optimum Corp Sup-ING WS Balanced Tr,,,,,,,,,,,,,14187500,20650000,24419166.67,21412857.14,17771508,19242917,18930647.33,17541144.4,
Optimum Corp Sup-ING WS Managed Gr,,,,,,,,,,,,,7966666.67,13130833.33,14565833.33,12590000,10674138.45,11034507.25,10064851.5,9708760.25,
Optimum Corp Sup-Invesco Growth,,,,,,,,,,,,,9440000,16956666.67,20266666.67,17485714.29,15245133.45,17042060.33,17847221.92,18747327.67,20877208.83
Optimum Corp Sup-Invesco WS Asian,,,,,,,,,,,,,1765000,3745000,3589166.67,2655714.29,2157943.36,2094387.5,1828585.92,1647891.25,
Optimum Corp Sup-Investors Mut Aus Shr,,,,,,,,,,,,,4752500,7259166.67,8662500,7368571.43,6298230.45,6883459.58,6862260.08,7724046.5,10324274.67
Optimum Corp Sup-Investors Mut Fut Ldrs,,,,,,,,,,,,,1610000,2199166.67,2542500,2010000,1324310.45,1461803.25,1415865.25,1295155.42,1427615.83
Optimum Corp Sup-IOOF/Perennial Gbl Prp,,,,,,,,,,,,,,0,74166.67,174285.71,107446.36,136286.67,147550.92,150499,
Optimum Corp Sup-JBWere Div Gr WS,,,,,,,,,,,,,47500,185000,265833.33,232857.14,230770.91,239175,231365.83,234409.42,174394.5
Optimum Corp Sup-JBWere Gbl Sm Co WS,,,,,,,,,,,,,50000,175833.33,320000,295714.29,214036,234087.08,175630.92,134549.5,199115
Optimum Corp Sup-JBWere International WS,,,,,,,,,,,,,0,44285.71,85833.33,120000,98205.27,103109.08,101661.25,98311.08,131609.42
Optimum Corp Sup-Lazard Aus Equity,,,,,,,,,,,,,52500,45000,56666.67,81428.57,107984.09,122608.67,118854.67,113827.25,170191.75
Optimum Corp Sup-Lazard Glbl Eq ex-Aust,,,,,,,,,,,,,4910000,7405000,8610000,7598571.43,7094427.82,99372.55,,,
Optimum Corp Sup-Lazard Global Small Cap,,,,,,,,,,,,,765000,1252500,2138333.33,2367142.86,2092801.82,2142440.92,2139161.83,2137685,3187406.25
